matsuoka	モブだってラッキースケベしたい
hoshizora	凛ちゃんが愛されてる証拠
toosaka	ここ好きすぎる
hoshizora	凛ちゃんこれがベルリンの赤い雨だよ
matsuoka	百に不意打ちでベロチューされてトロ顔になっちゃう凛ちゃん ただの犬と思ってたのに男として意識するように…?!
toosaka	凛さんはギャグもシリアスも出来る素敵な人です いやまあ他にも出来る人は多いけど幅がちがうというか
matsuoka	お尻扱いw そういえば凛ちゃんのおりんりんは良い感じだったけどおっぱいは削られてたなあ 凛ちゃんのエロい谷間はどこにいってしまったんだね
toosaka	トーサカ「大丈夫だよ衛宮君。私もこれから(返済を)頑張るから」 こうですか分かりません!!!
matsuoka	遙さんも寝るとは思えない ツートップを潜りぬけるのは難関だよ
hoshizora	大きくなーれ☆って言われながら股間叩かれt
matsuoka	凛ちゃんはビッチだけどわがままだから 水泳の才能がある黒髪イケメンじゃないとやだっだそうです
toosaka	カニファンの秋葉と一緒にチョコ渡そうとしてるイラストがかわいかった
matsuoka	やめろよお!って言うけどやめてほしくないんだろ ツンデレ淫乱め
shibuya	渋谷さん ぐったりしたPにとどめ刺しちゃいましたね
matsuoka	ポリ介に通報しました
toosaka	おやすみ、ゴキブリ
toosaka	おやすみ、ゴキブリ
toosaka	凛と密着デートしたい
toosaka	メリークリスマス凛ちゃん
shibuya	あったわ
shibuya	これは・・・
matsuoka	キス凛っていやらしいよね、響きが
shibuya	よく伸びるスレだね。ダントツじゃん。 ファンが多いのか、一部の熱血ファンが怒涛カキコしてるのか?
hoshizora	完成度の高いフィギュアを作るという名目で凛ちゃんの体を撫で回したい
matsuoka	まこちゃんはあわあわしながらなんとかしてくれるw 全部を混ぜ合わせた案を出すから皆の反応は「…。」って感じだった そんで駄目だこりゃってなって江ちゃん案オチ
toosaka	凛は着てる方が妄想を掻き立てられてたまりませんわ
matsuoka	凛ちゃんは奥手のビッチ風処女
matsuoka	モブにはモブレとセクハラという大事な使命があるだろ
matsuoka	ああなんだw 凛ちゃんにぶっかけて舐めとろう
hoshizora	凛ちゃんスターオーシャンさんおはようございます
matsuoka	全員でわちゃわちゃだけど真凛土台で進んでる感じだったから一番燃料あったね
matsuoka	まこちゃんはさらっとデート取り付けるくらいには冷静だよね
hoshizora	歌い出し凛ちゃんの曲ってなかなか無いから新鮮
hoshizora	コップに半分ほど注いだ醤油を無理やり凛ちゃんに飲ませる
matsuoka	凛ちゃんが俺はお前にしかこんなことしないんだからなって お尻こっちに向けてくるやつください
hoshizora	凛ちゃんのおまんこ臭い
toosaka	可動系フィギュアとかだと宝石剣が宝具の如く必ず付属されてるな
toosaka	台本表紙の凛エロ過ぎる
hoshizora	おはりん
toosaka	だれも画像くれない糞スレ
toosaka	子ギルだとなんか賢すぎる気がするんだよね 大人ギルとロ凛の組み合わせが楽しそう やる気満々の凛と、付き合いのいいギルが うっかりしたり、途中でジャンプ立ち読みしたりしながら無双する話
hoshizora	これは次のSR凛ちゃんに期待だな
hoshizora	しゃー!
hoshizora	かわいいにゃ~
matsuoka	とどまることをやめたモブのリビドー
toosaka	アカン 凛に褒められる徳島&県民を羨ましいと思ってしまった やっぱ重症だわ
hoshizora	凛ちゃんの白いお肌に根性焼き
hoshizora	凛ちゃんキモすぎ
toosaka	遠坂凛
matsuoka	匙凛ちゃんの乳首を摘まんで起こしたい
matsuoka	モブは妄想に生きてるな
toosaka	そんな凛が好きだ
hoshizora	もうすぐ2015年だね凛ちゃん
shibuya	女が悩んでたら男が助けてね。男は悩まないでねしっかりしてね。 っていう女性本位なものの見方ほんと嫌い 今回の脚本は全体的にそういう大いなる意思が見え隠れして素直に楽しめなかった
matsuoka	心配しなくてもモブのことは最初から好きじゃないし好きって態度取ったこともないぞ!
matsuoka	凛ちゃんを雪小屋で丘したい
hoshizora	凛ちゃんとどこに旅行行きたいか想像して遊べばいい 俺ならオーストラリア 日本がくそ寒い時に夏の陽差しを堪能してもらう
hoshizora	いい加減死んでくれ 目障りだ
toosaka	ufo年賀状が羊凛ちゃん…!
shibuya	凛ちゃん、おはよう!!
shibuya	やめてよね
shibuya	梅
hoshizora	凛ちゃんかわいいにゃー!
toosaka	鉄壁スカートすぎるだろ チラくらい見せろ
shibuya	しぶりんといえば援交ネタとJKヤリネタが多いのに珍しいな
hoshizora	はいおはようにゃ
shibuya	渋谷燐って誰?
toosaka	凛 無能
matsuoka	モブそう
toosaka	そのいっぱい出てくる場面でどんなふうに描かれるか、楽しみでもあり不安でもある
toosaka	凛もブスだしバイアス餅のうれしょん凛小僧もブス
shibuya	まともな神経なら20代後半のアイドルを選ぶわな 高1に手出すとかロリコンやぞ まあ商品に手出すなといわれたらそうやなw
matsuoka	凛ちゃんのミニスカクリスマスはよ
hoshizora	凛ちゃんのお顔ぱんーち! お腹もぱんーち!
matsuoka	1期の怜凛から随分と仲良くなってて怜凛ほんと可愛いw でも1期のシリアス怜凛も好きだ 怜ちゃんに壁ドンされる凛ちゃんが強引にセッされる感じでエロいんだよね また1期みたいな怜凛もやってくれー
shibuya	一杯でるでしょ Pとのが
matsuoka	API騒動とやらがあるらしい 説明見たけど色々ややこしそうだわ
shibuya	警「またこの花屋か」
hoshizora	凛ちゃんボコボコボコボコボコボコボコボコボコボコボコボコボコボコボコボコボコボコ
hoshizora	おはりん
hoshizora	うぃんがべー楽しい
hoshizora	おはりん
hoshizora	まあかわいいからしかたないな
matsuoka	凛ちゃんおはよう 今日も凛尻見て頑張るよ
matsuoka	ラブリンいればバイブもローターもアナルビーズもいらないしな
hoshizora	気づいたらあと1週間にゃ 全裸待機頑張るにゃ
shibuya	JKルックさいこう ぶひひひ ぶひひ
shibuya	あの表情で興奮できるってすごい 普通に腹立つわ
toosaka	アーチャーめ、いっつも凛ちゃん抱っこしやがって
toosaka	梅
toosaka	俺も凛なんだ
matsuoka	14話見たけど凛ちゃん美しい… 真凛が普通に仲良くてほんと最近どうしたんだw
shibuya	首輪が似合うナンバー1
shibuya	渋凛が俺の嫁すぎてツライ……
matsuoka	今日は真凛の日だな 猫耳凛ちゃんが真琴にご奉仕するんだな
matsuoka	前の乳首もっと小さかったっけ どっちにしても凛ちゃんの乳首乳首!! お尻に谷間に太股に乳首まで凛ちゃんえっちだよ
matsuoka	そして鮫柄基準タイムをクリアします
toosaka	英霊になっても大丈夫
shibuya	さ
hoshizora	凛ちゃんおはよー
matsuoka	14話は秋だからたった半年で調教が行き届いてる
shibuya	総集編まであと6時間
matsuoka	俺の肉はむはむしてって? 凛ちゃんほんとにかわいいね
hoshizora	凛ちゃんおやすみ
toosaka	士郎が凛の過去見るときの綺礼と二人きりの墓のシーンが時臣じゃなくて葵との別れのだとおもってた 時臣、桜、葵って家族との別れかなと
toosaka	凛ちゃんお休み~
hoshizora	あけおめ 凛ちゃん映画楽しみにしてる
hoshizora	凛ちゃんおやすみ
hoshizora	凛ちゃんはその気になれば1日で何十万円も稼げるよ いいものを持ってるからね
shibuya	かわいいのう
shibuya	なんか黒髪ロングなら見境なく良いという風潮だがキャラ次第だろ 中には可愛くないキャラも居るからな
shibuya	おはしぶりん
shibuya	いいぞ
matsuoka	ラジオで凛ちゃんの尻話出た時は本当ワロタ
matsuoka	ロリ…?
toosaka	ふとももいいよね
toosaka	ufoは作画が楽しい
toosaka	一緒にぼっち飯食っとったで 屋上で
shibuya	ついでに唾でもかけてもらいたいよね!
matsuoka	凛ちゃんのおっぱいは百のもの そしてお尻は宗介のものである事がジャケで発覚しましたとさ
toosaka	行くところまで行ったトーサカさんらしいから 開き直って 「もう何も怖くない」 状態の最強トーサカさんなのかもしれない
toosaka	それだけ皆が素敵だなって思う名前だからね
hoshizora	アルターに期待
shibuya	りんたそ~
matsuoka	凛ちゃんの元へモブが殺到するな
hoshizora	ダメ元で何口か応募してみるにゃ
toosaka	縁が深いってレベルじゃねーぞ
matsuoka	怜ちゃんが撃たれたときの怜凛が可愛すぎて死にそうなんだがw 本当ちょろすぎ可愛いな二人共
toosaka	| ヾ:! ::. :. :. ヽ '. | : :. | :::::. :::. ::. i '. | .::::::::!:::::::::. :::::. :::.. :! '. ′: : ry〃'゙∨:::::::::::. ::::::.. :. :. 、 '. , .:::::::::| │:::ハ:.:.:.:.:. :::::::.. :::. ::..::... \ ハ / .:::::::::| ′/ \:.:.:.:. ::::::::..::::..::::.:::::::.... \ }ハ . / . ::::::::::| ,::::/ ヾ;:斗fハ::::::::::::ハ:::::::::::::::... \::... |ⅵ ′j:.:.:.:.:ノ_ !:::|/三ア´_,Ⅵ::. |\::::::| ゞミ/¯iヾ::::::::::::.. j l! 乂{:,:.j!:.:ヾ\ ⅵ.:.: ∠ゞツ´リⅥ! |:::,′ ミ /¯:.ト、:「`ヾ::::::::′ Ⅵ: :.l:.:.}テ ヾ!\::., リ !/ |:.:.:. V:\:::::::::::, リ ゞjヾ/ ` フ:.:/ ノ::::::::::::::::/ 私のズボンのチャックも魔術で常に閉じる様にしてある。 ′ '¨¨/::::::::::::: ::::::| 開けっ放しは優雅ではないからね。 / r‐イ:::::::::::::::::::::::::| `ヽ:.:.、:. | :,::::::::::::::::::: ';::::\ ゝ:.___ _, ノ l }:::ハ::::::';::::::: ';::::::ミ=- {:.,__ ¯ / ′jノ ':;::::';::::::: ';::::ミ=- Y:./ ´ / >、:ヾ、::::';トハ |.:!ィ__,_,_,.ィr/ / イ ,.\!:.`¨ヾリ /:. : : : :≫'" /, < ,,<:.:.:.:.:.:.:.:.:.:.:.:.:.\ 〃イ'"´/│ _,,..,< /:.:.:.:.:.:.:.:.:.:.:.:,, -―┤ ,,「¯! : У! ,,ィ.:.:.:.:.:.:.:.:.:.:.:.:.:/.:.:.:.:.:.:.:.:.:.:\ ,, <:..:/:.v |: / ヽ≦i:i/: : : : : : : : :./:.:.:.:.:.: : : : : : : : :ヽ
shibuya	これがしぶりんですか
hoshizora	凛ちゃんこんにちは
shibuya	そんなに武内好きじゃないだろ
shibuya	ほう
hoshizora	さっきスクフェスのストーリーで凛ちゃん雪だるまが出たかわいかった(小並感)
shibuya	作画不安定だな
hoshizora	ぐっもーりん
hoshizora	おやすりん
matsuoka	凛ちゃんの腋揉みたい
shibuya	童貞童貞童貞くーん!!
hoshizora	凛ちゃんは生きる価値のない屑
hoshizora	凛「みんな話ってなにかにゃ?」 穂乃果「凛ちゃんって人気無いよね~」 凛「え……」 ことり「凛ちゃん、臭いから近寄らないでね」 海未「あなたはいつも不真面目で人に迷惑ばかりかけていますね。正直言って邪魔なんです」 希「μ'sはやっぱり8人でいいってカードが言うてるよ」 凛「……凛何か悪いことしたかな…」 にこ「凛、死になさい」 絵里「言わなくても分かってるわよね?すぐに退部届を書きなさい」 真姫「あなた本当に気持ち悪い」 凛「……」 花陽「バイバイ凛ちゃん。もう二度と話しかけないでね」
matsuoka	美人だし可愛いしスタイルいいしセンスあるし泣き虫だから
matsuoka	三人しか咲かせとらんわ遙宗介モブ ビッチみたいに言うのやめてくれるか
shibuya	中の人のそういう発言って変なの多いしね fateだと弓凛厨だったり金剣厨だったり アイマスでジュピター騒動起きた時にジュピターとのカプラジオで歓迎していたり
matsuoka	凛ちゃんへの愛が募ってって辛い 体使ってモブの体洗う凛ちゃん可愛くて辛い
matsuoka	恋人繋ぎにも見えるけど交差して繋いでるようにも見えるんだよな でも怜凛嬉しいわ
matsuoka	ポ凛ちゃんとか余裕すぎて話しになんねー
shibuya	監修中が監視中に見えてしまった
matsuoka	モブは凛ちゃんにセクハラするから怖がられているよ
hoshizora	凛ちゃんの笑顔奪う
matsuoka	自分が公式に近い思考だと勘違いして暴れる信者が最も周りが見えていないという
matsuoka	絶望しながらもまこちゃんのまこちゃんが欲しくなっておねだりしてしまうやつやん!
toosaka	ふとももの作画やばかったな… 冒頭もエロいし先生に体罰受けた後の守ってあげたさも良いし最高のヒロインだぜ
matsuoka	凛ちゃん彼氏とヤりすぎてゆるゆるだからすぐすっぽり入るよ
matsuoka	今日も届かないとかどうなってんだよ! 結局兄柴とは話さなかったのか?
toosaka	なんか急に可愛くなった
matsuoka	凛ちゃんの案によりプールに桜が咲いたんだよ モブ必死だなw
hoshizora	夢喰いメーリって漫画の作者の同人誌
shibuya	バンドやってたら不良はもうどこまで遡れば
shibuya	プロジェクトを引っ張るプロデューサーには、明確な指針を示してもらわないと困るって話にすぎないのに
matsuoka	触手プレイまったなし
matsuoka	スピードに乗って出会い頭に挿入いけるだろ 凛ちゃんのアンッ!って声で入っていたとわかるやつ
shibuya	ニヤニヤ
matsuoka	ハイスピのなぞりだけどハイスピより露骨に凛ちゃんへのベタベタ度上がっててワロタ 凛ちゃんいないのにベタベタ度上がってるw
hoshizora	凛ちゃんラーメン食べるよ
shibuya	ウェスト細いからな 絵でもかなりあるし十分過ぎる
shibuya	なんで知ってんねん
matsuoka	どんだけMなんだい凛ちゃん
matsuoka	凛ちゃんはモブのことが大好きって言ってくれたからいるモブ
hoshizora	凛「みんな話ってなにかにゃ?」 穂乃果「凛ちゃんって人気無いよね~」 凛「え……」 ことり「凛ちゃん、臭いから近寄らないでね」 海未「あなたはいつも不真面目で人に迷惑ばかりかけていますね。正直言って邪魔なんです」 希「μ'sはやっぱり8人でいいってカードが言うてるよ」 凛「……凛何か悪いことしたかな…」 にこ「凛、死になさい」 絵里「言わなくても分かってるわよね?すぐに退部届を書きなさい」 真姫「あなた本当に気持ち悪い」 凛「……」 花陽「バイバイ凛ちゃん。もう二度と話しかけないでね」
matsuoka	凛ちゃん大会中に水着取られたら泣くよね
shibuya	凛の外伝ドラマってなんなの どこにあるのそれ
hoshizora	楽しく新年を迎えられると思うなよ凛ちゃん ボコボコにしてやるからな
hoshizora	薄い本買ってきたけど1つの本の中で凛と凜が混在しててこれもうわかんねぇな
toosaka	今更ながらホロウ予約した アレやソレがフルボイスになると思うと楽しみです…
toosaka	凛の魅力は下半身だからな 妹は胸だけど
shibuya	そんなことより部屋で子犬(ハナコ?)飼うしぶりん可愛い
toosaka	さすがうちの凛ちゃんだわ そうなんだ!? 今やってるアニメとwikiあたりで集めた情報しかないから、知らなかった ありが㌧
